Age,Weight,Temperature,Heart_Rate,Activity_Level,Eating_Habits,Hydration,Exercise_Hours,Pet_Type,Breed_Category,Vaccination_Status,Sick
13,9.899757456,36.97494665,154,8,3,2.519336057,3.581251249,Dog,Medium,Not up-to-date,0
17,32.41234466,39.26088742,165,8,2,2.782562201,2.808604326,Cat,Medium,Up-to-date,0
13,25.73168458,36.42517944,112,4,1,1.785855143,2.226069245,Cat,Small,Not up-to-date,1
6,19.7864875,37.94941748,160,1,4,2.588580041,1.614840921,Cat,Medium,Not up-to-date,0
17,10.26440545,38.53758904,166,2,4,2.238346907,3.191527483,Dog,Medium,Up-to-date,1
14,14.70136222,36.41472116,127,2,4,1.661983464,4.851130905,Cat,Small,Not up-to-date,0
17,38.47405022,38.07842838,101,2,4,0.984634993,4.021629242,Cat,Small,Up-to-date,0
8,21.76341763,38.31008515,63,9,1,1.575678717,1.955644905,Dog,Small,Up-to-date,1
11,17.22657269,38.96998424,119,7,1,1.016446423,2.410873582,Dog,Large,Not up-to-date,0
1,21.81403761,36.9393442,104,9,3,1.21791513,2.342280691,Cat,Medium,Up-to-date,0
7,31.60156322,37.17331001,131,2,1,1.208786319,1.297719287,Cat,Medium,Not up-to-date,0
17,14.92413959,38.27808459,161,5,2,2.402583308,4.23644059,Cat,Large,Not up-to-date,0
10,8.790832595,39.93250564,134,1,4,1.769472317,3.464167762,Dog,Large,Not up-to-date,0
11,24.2275725,36.86997273,125,2,1,2.482856998,2.987671092,Dog,Medium,Up-to-date,1
9,27.27775593,39.94361531,141,4,2,2.693518263,2.166505629,Dog,Small,Up-to-date,0
9,29.08328411,38.85737013,141,1,3,2.029174267,1.195001347,Cat,Large,Up-to-date,0
5,35.51552845,39.30432828,81,8,2,1.518012471,3.199020914,Dog,Large,Not up-to-date,0
17,16.10461659,36.35856507,71,6,3,2.641930476,1.183828237,Cat,Small,Not up-to-date,0
9,4.863486057,37.20168075,140,1,4,1.918838049,0.044026273,Cat,Small,Not up-to-date,0
17,38.41724618,36.23094512,110,9,3,2.642341843,0.333191912,Cat,Medium,Not up-to-date,0
19,18.53045324,37.48618798,76,1,3,1.163555621,3.470054259,Cat,Small,Up-to-date,0
7,25.68378537,39.92515864,95,4,2,1.914396866,1.887740825,Cat,Large,Not up-to-date,0
9,27.31960228,36.42109225,152,5,4,1.029370644,1.032038551,Dog,Medium,Not up-to-date,0
7,22.76752093,38.24949113,108,9,2,2.245892946,1.189335328,Cat,Medium,Up-to-date,0
13,9.79978613,36.02428249,75,2,4,1.967227514,2.472346919,Cat,Medium,Not up-to-date,0
11,30.6954359,38.85073126,164,9,2,1.889999391,4.527232188,Cat,Small,Not up-to-date,0
14,32.54257502,36.78877077,134,1,1,2.097769956,1.343979337,Dog,Small,Not up-to-date,0
19,23.01307227,36.51833815,103,4,2,1.438507287,3.277269056,Dog,Small,Not up-to-date,0
11,20.5653241,37.34807125,166,7,3,0.979941271,4.127948391,Dog,Small,Up-to-date,0
13,6.329650959,39.08417719,168,4,2,2.516031763,2.44341888,Cat,Large,Not up-to-date,0
14,5.190163137,36.42645235,81,8,3,1.460924431,0.135164136,Cat,Large,Not up-to-date,1
13,14.90346413,36.91935598,153,7,2,2.97234033,3.980851258,Dog,Medium,Up-to-date,0
1,13.81215391,36.03385769,67,6,2,1.70250545,4.396835399,Cat,Large,Not up-to-date,0
8,38.23894514,39.87365945,169,5,3,1.725035264,0.155210323,Dog,Small,Not up-to-date,1
12,31.77766421,38.3685824,77,3,4,2.1945461,0.581007413,Cat,Small,Not up-to-date,0
19,27.07712322,38.87959855,169,8,2,2.166842948,0.435150396,Cat,Large,Not up-to-date,0
12,21.67062738,38.60553268,139,4,1,0.951296873,1.10590212,Cat,Large,Up-to-date,0
8,8.359966168,36.57745824,170,8,1,1.180775736,2.480021799,Dog,Large,Not up-to-date,0
8,39.18135354,38.37975976,177,1,3,1.078790993,0.166713624,Dog,Small,Not up-to-date,0
13,16.25154653,36.52566238,143,2,3,0.633512797,0.845152315,Cat,Small,Not up-to-date,1
12,6.063172893,37.60494582,162,2,3,0.556027817,2.03625671,Cat,Medium,Up-to-date,1
16,20.76435804,38.27585254,131,6,1,2.112478707,3.165350545,Dog,Medium,Up-to-date,0
1,35.21192444,38.23552446,153,5,3,1.74647863,4.547920215,Dog,Medium,Up-to-date,1
13,35.71705807,36.4762937,97,7,3,2.736489062,4.149341422,Cat,Large,Up-to-date,0
7,2.41670481,36.13774388,88,2,4,1.251928023,0.269557312,Dog,Large,Up-to-date,1
5,35.6792383,39.19293726,136,9,1,2.468783847,4.834628002,Dog,Small,Not up-to-date,0
8,12.31640026,38.90368975,140,2,4,0.757885085,1.335118675,Dog,Large,Up-to-date,0
14,3.480949831,36.32727562,163,1,4,2.541104152,1.817691351,Dog,Small,Not up-to-date,0
13,34.21603027,36.50966208,166,2,3,2.802913176,0.372582084,Dog,Small,Up-to-date,0
15,34.82693673,39.57033511,140,3,4,2.068343209,4.680242079,Dog,Large,Not up-to-date,0
17,24.65678103,39.07651561,132,6,2,2.339900298,2.729581569,Cat,Large,Not up-to-date,0
15,23.82848278,39.98464118,61,7,2,2.969486948,2.581544967,Cat,Small,Up-to-date,0
18,32.89857036,37.0159498,118,6,2,1.445467614,0.075984365,Dog,Small,Not up-to-date,0
18,31.879763,37.95121196,101,1,4,0.573403033,0.017188752,Dog,Small,Not up-to-date,0
2,35.82400799,36.9458383,177,9,2,2.206507617,3.41106885,Dog,Large,Not up-to-date,1
4,23.00440301,38.49120055,147,8,1,0.533324418,2.411398341,Dog,Small,Not up-to-date,0
1,38.77058952,36.46165696,80,2,2,1.920778166,2.53786352,Cat,Medium,Not up-to-date,1
4,39.85357958,36.50897269,169,1,2,1.993694833,3.251150806,Cat,Small,Not up-to-date,0
18,6.42869518,36.28755157,61,7,4,1.961251779,0.729709179,Cat,Large,Up-to-date,0
5,34.28266286,38.77434433,64,3,1,0.914797256,4.99173108,Dog,Small,Not up-to-date,1
19,20.99324579,37.97629031,76,3,4,0.691690205,0.403844814,Dog,Medium,Up-to-date,0
15,16.72752086,38.47092487,83,9,1,2.769359218,1.33939445,Cat,Large,Up-to-date,1
8,25.29674778,39.51720419,67,2,1,1.854003349,3.469245267,Cat,Small,Not up-to-date,0
17,4.126691176,38.96131394,89,5,4,1.307710208,2.579593437,Dog,Small,Up-to-date,1
1,21.24552251,37.84689167,109,4,2,2.429363232,0.482871278,Dog,Large,Up-to-date,0
12,35.09384166,39.93742395,81,1,3,2.8041357,3.874240167,Cat,Large,Up-to-date,0
19,10.11153761,37.8250244,118,6,3,1.510540714,4.852163842,Cat,Small,Not up-to-date,0
15,18.202816,36.44980269,83,6,2,0.745763038,2.365380828,Dog,Small,Not up-to-date,1
9,37.70027373,39.97061899,85,1,3,2.231541606,1.265582824,Cat,Large,Up-to-date,1
7,18.28542584,36.09128292,120,7,3,2.768819098,0.534137058,Dog,Large,Up-to-date,0
2,15.61797003,38.19953424,67,6,1,2.951017664,1.026140135,Dog,Small,Up-to-date,1
9,18.74039263,37.23638195,71,4,4,2.533854733,1.556142231,Cat,Large,Up-to-date,0
10,21.73920513,38.0142086,73,7,4,1.170541715,0.9398355,Cat,Large,Not up-to-date,1
2,26.01567108,38.23485181,89,3,2,1.395550596,3.422403163,Cat,Small,Up-to-date,1
19,32.42632643,36.96038359,114,6,2,0.841849273,0.114708934,Cat,Small,Not up-to-date,0
11,19.17988382,38.22743502,158,6,4,2.281863938,2.045544874,Cat,Large,Not up-to-date,0
13,33.06427553,39.02424445,120,6,3,0.923136005,1.870720785,Dog,Medium,Not up-to-date,1
10,22.28138513,37.06603935,121,3,2,1.579915228,4.389991891,Dog,Large,Up-to-date,1
14,14.86225939,37.53370453,90,5,1,1.82938899,1.363903115,Dog,Large,Not up-to-date,0
18,27.00213147,37.07297077,151,1,4,1.456331797,2.912025215,Cat,Medium,Not up-to-date,0
19,29.27344568,39.28223892,169,6,3,0.874240089,0.023396808,Dog,Medium,Up-to-date,1
9,23.20586107,38.89992904,86,7,1,1.224551112,4.584746299,Cat,Medium,Not up-to-date,0
7,4.151368979,39.48478575,159,5,4,2.081912587,3.18331395,Cat,Medium,Not up-to-date,0
3,8.455549256,36.68019957,60,5,4,2.317059147,3.968159613,Cat,Large,Up-to-date,0
6,12.84131339,36.29431855,100,6,3,2.036590286,2.846754766,Cat,Medium,Up-to-date,0
2,12.73977303,36.47753402,73,7,2,2.91438001,4.077632958,Dog,Small,Up-to-date,0
6,27.58999041,36.64407333,133,4,1,2.034075647,0.42194583,Cat,Large,Up-to-date,0
3,2.697249144,38.13233064,109,7,1,1.063348834,3.55246544,Cat,Small,Up-to-date,0
16,30.71590753,39.88364828,101,5,1,1.727632291,0.744028806,Dog,Small,Not up-to-date,0
8,12.08301404,37.42894167,130,7,4,2.590573441,2.882420132,Dog,Large,Up-to-date,0
2,13.78083016,39.83403308,99,1,3,1.314504062,4.928614739,Dog,Large,Up-to-date,0
17,22.06057346,36.15280318,73,2,3,2.342576911,0.902560958,Dog,Large,Not up-to-date,0
9,10.20517284,39.70748881,159,2,4,2.462979826,1.280844354,Cat,Medium,Up-to-date,0
12,35.60990992,36.72461043,150,7,1,2.834913058,1.056561041,Dog,Medium,Not up-to-date,0
3,5.244013614,39.64989994,70,9,1,1.502938468,2.061039754,Dog,Small,Not up-to-date,0
11,18.88652977,36.22490972,122,7,3,1.148560604,2.442690552,Dog,Large,Up-to-date,1
1,34.27804624,39.79287779,165,6,2,1.769870642,0.800275185,Cat,Small,Not up-to-date,0
13,25.40206799,36.80319306,108,3,4,2.984208269,0.139146879,Cat,Small,Up-to-date,0
15,13.1085216,37.21085624,96,5,2,2.755324927,1.708110247,Cat,Medium,Up-to-date,0
5,17.9888879,37.96376938,165,2,1,1.209887659,1.910137845,Dog,Large,Not up-to-date,0
17,28.85438645,37.52288352,69,9,4,0.991789339,1.914269582,Dog,Medium,Up-to-date,0
6,38.98390825,38.67011188,113,6,4,1.692394882,3.324911514,Cat,Medium,Not up-to-date,1
11,35.9392713,39.89923107,66,9,2,0.91443628,2.243722176,Cat,Medium,Not up-to-date,1
18,15.01244672,38.42570596,140,9,4,2.395078251,0.539297867,Dog,Medium,Not up-to-date,0
4,39.93151941,38.88594164,175,7,3,0.591531501,4.661758458,Cat,Large,Up-to-date,0
3,2.133177214,36.352021,71,5,2,1.061814359,3.503289299,Dog,Medium,Not up-to-date,1
13,3.049930721,38.51124972,160,4,3,0.545552019,1.064294113,Dog,Small,Not up-to-date,0
9,33.30593958,37.81539911,160,1,1,1.066845634,4.675521802,Dog,Medium,Not up-to-date,0
6,9.5795821,39.54312943,114,9,2,0.630780628,4.957890791,Dog,Medium,Not up-to-date,0
12,4.309232199,37.5528444,95,6,4,2.183880808,0.987106593,Dog,Medium,Up-to-date,1
2,11.01162678,38.71781658,66,2,2,1.925684567,1.902602363,Cat,Large,Not up-to-date,0
3,18.19180585,36.91261491,83,7,3,1.034784694,0.344667176,Dog,Medium,Not up-to-date,0
3,29.76151828,37.03749013,93,6,3,1.012692959,2.4122751,Dog,Medium,Up-to-date,1
12,25.72475001,37.50448972,124,4,1,1.22798377,3.938492303,Dog,Small,Not up-to-date,0
15,11.02960627,37.21625415,88,6,4,2.4955323,4.520074232,Cat,Medium,Not up-to-date,0
9,21.12427703,37.01551536,85,6,4,0.87625817,2.726256624,Dog,Medium,Up-to-date,1
8,37.19613601,36.19867482,133,5,1,0.804252041,1.630079064,Dog,Large,Up-to-date,0
11,32.97029553,39.34698533,124,1,3,1.770125837,2.873962411,Dog,Medium,Not up-to-date,0
16,14.28121182,36.25720612,104,3,4,2.662375335,0.577565051,Dog,Medium,Up-to-date,0
4,39.32605333,39.54946206,76,7,4,1.060277511,4.176443767,Dog,Medium,Not up-to-date,0
1,28.92757522,36.50186156,164,2,3,0.765640729,2.603465824,Dog,Small,Not up-to-date,0
7,4.373075515,36.26104695,95,1,1,1.729221405,4.91216084,Dog,Medium,Up-to-date,0
2,3.336107105,38.25201906,132,8,3,2.330387205,2.004870687,Cat,Large,Up-to-date,1
5,8.399502062,38.00976717,162,7,4,2.045805845,3.267710695,Dog,Large,Not up-to-date,0
7,29.65852299,37.96493828,122,6,2,1.545414164,1.699652777,Dog,Small,Up-to-date,0
4,8.982079182,38.29801731,82,5,1,0.60099514,0.738277629,Dog,Medium,Up-to-date,1
5,21.43649723,37.14822642,152,6,2,1.251483223,3.773641045,Dog,Small,Up-to-date,1
1,5.543884567,38.65179709,125,1,3,2.798128558,3.36226752,Cat,Medium,Not up-to-date,1
1,36.993674,38.00960888,141,9,1,1.057156152,3.902085788,Dog,Large,Up-to-date,0
15,15.07050332,37.33897387,151,1,1,2.034886609,4.900562696,Cat,Medium,Not up-to-date,0
19,36.50901815,39.30600267,176,4,1,2.76860684,4.967048999,Dog,Small,Not up-to-date,0
10,37.90527439,38.91088439,170,3,3,1.720273678,4.644972818,Cat,Small,Not up-to-date,0
18,2.232888598,37.57444137,101,4,1,1.615697166,4.474201404,Dog,Large,Not up-to-date,0
3,19.63713711,39.39047114,172,1,1,0.852659874,1.50752769,Cat,Small,Up-to-date,1
11,2.936930117,39.681033,130,4,4,2.951529098,2.342287213,Dog,Large,Up-to-date,0
15,36.53032512,38.14746507,134,4,1,0.941674025,0.23398273,Cat,Large,Up-to-date,1
11,21.6994867,36.8598098,130,3,4,1.703644392,3.421011857,Cat,Small,Not up-to-date,0
17,4.847872483,39.66316863,102,8,1,0.928323525,2.730225493,Cat,Large,Up-to-date,0
17,6.190515675,36.75791848,147,7,3,1.370958715,3.534827352,Dog,Small,Not up-to-date,1
6,16.57334293,36.19369291,114,9,1,2.710022037,3.404098578,Cat,Medium,Not up-to-date,0
5,37.72889933,37.30994804,115,2,1,2.108301794,1.35959704,Cat,Large,Not up-to-date,1
8,28.33054776,38.90786538,138,3,3,0.524610621,2.305311993,Dog,Medium,Up-to-date,1
2,34.96951692,39.69309635,90,6,1,2.916906174,0.525444845,Cat,Medium,Up-to-date,0
16,15.92535256,38.54914259,174,2,2,2.459768737,0.422591508,Dog,Large,Up-to-date,0
12,3.642120583,39.80735419,142,2,1,2.993839958,2.300218282,Cat,Small,Not up-to-date,0
6,39.02407021,36.36948336,115,2,1,2.407166761,2.77904346,Cat,Small,Up-to-date,0
1,2.652573645,36.24301492,133,2,4,2.412134144,1.593879036,Dog,Medium,Up-to-date,0
4,38.01076282,38.4167678,107,5,4,2.248447,0.307916428,Dog,Small,Up-to-date,0
17,16.00974211,39.86446529,111,1,2,1.55811525,3.307849919,Dog,Large,Up-to-date,0
13,2.383435391,38.01088524,131,7,3,1.287363114,3.386919413,Dog,Medium,Up-to-date,0
18,28.18797481,36.2060609,60,1,1,1.812967745,1.603602746,Dog,Small,Up-to-date,1
5,39.26053155,36.88487462,61,1,4,0.945593922,0.004052235,Cat,Small,Up-to-date,0
3,38.69377747,36.97917163,152,5,2,2.306077867,3.179095795,Cat,Medium,Up-to-date,1
11,8.115606426,37.35142852,101,7,3,2.993297825,0.352602678,Dog,Small,Not up-to-date,0
13,8.887416631,36.17441353,133,3,4,2.002336256,1.117121436,Dog,Small,Up-to-date,0
4,23.49047876,39.6195708,165,7,3,2.641143816,1.239262237,Cat,Medium,Not up-to-date,1
14,26.2175834,38.06225578,68,9,2,0.93082192,1.317635712,Dog,Medium,Not up-to-date,0
11,30.09788072,38.68372317,173,4,3,2.562676125,3.083335963,Cat,Large,Not up-to-date,1
10,8.879913698,36.26869135,90,5,3,2.768583512,0.395873763,Cat,Medium,Not up-to-date,0
19,38.4422693,36.21646187,155,8,2,2.597168907,3.22634495,Dog,Medium,Not up-to-date,1
18,26.27209174,38.34587109,61,9,3,2.06814884,2.423983804,Dog,Medium,Not up-to-date,0
6,34.18778292,39.54918404,83,5,2,2.815950138,1.743799402,Dog,Large,Up-to-date,0
15,22.52249718,38.113928,160,5,3,2.903667508,3.020941256,Cat,Medium,Not up-to-date,1
10,17.74252021,39.51127669,176,2,4,2.538409114,4.367386863,Cat,Medium,Not up-to-date,0
5,39.13295045,39.24396509,102,9,4,1.867786588,2.71980117,Cat,Medium,Up-to-date,0
5,24.12061209,36.30341514,129,6,4,2.588247707,0.780603369,Dog,Medium,Up-to-date,0
10,34.94119615,36.8078299,131,5,4,1.429851764,2.788827153,Dog,Large,Up-to-date,0
5,38.22511106,38.63084268,163,5,2,1.366478559,2.268314195,Cat,Small,Up-to-date,0
3,27.66347583,37.77400553,148,4,3,1.369768604,4.702853108,Dog,Large,Not up-to-date,1
6,22.85966978,37.16279925,165,1,2,0.998045589,2.966878518,Cat,Small,Up-to-date,0
4,2.133412335,37.67453542,102,6,1,2.057362159,0.176093741,Dog,Small,Up-to-date,1
18,3.520746348,37.78079859,110,1,3,2.153695382,0.603634235,Cat,Large,Not up-to-date,0
9,9.63234621,39.642209,148,2,2,2.649099045,2.662048151,Cat,Small,Up-to-date,1
17,9.068320411,36.41383313,105,7,3,2.236276864,3.976042134,Dog,Medium,Up-to-date,0
13,11.68083422,37.11892299,134,1,3,2.449842855,0.478030755,Dog,Medium,Up-to-date,0
15,13.58751623,38.15025927,158,8,1,2.222080291,2.82718971,Cat,Large,Up-to-date,0
17,15.68248875,38.79314771,60,8,4,2.242613769,2.263097052,Cat,Small,Up-to-date,0
13,17.98043222,38.52254916,176,7,3,1.351371099,1.814439754,Dog,Medium,Up-to-date,0
16,5.756920861,39.76657095,146,7,3,2.914711937,0.410449359,Cat,Large,Not up-to-date,1
4,3.609753414,39.1824357,126,1,1,2.096977156,4.398226254,Cat,Large,Not up-to-date,0
5,27.60988906,38.22830737,164,3,2,1.967841307,3.816087188,Cat,Small,Not up-to-date,0
5,22.41872334,36.85873077,60,9,4,2.618041782,4.604449666,Cat,Small,Up-to-date,0
9,18.87747968,37.80349693,177,5,2,1.552390122,0.83829512,Dog,Large,Not up-to-date,0
17,26.10871776,38.77352898,122,5,2,0.74063124,2.8622681,Cat,Small,Up-to-date,1
13,33.45181747,39.3518487,167,7,2,1.100256435,0.096379234,Dog,Medium,Up-to-date,0
2,18.25233055,39.8389449,135,8,4,2.520229227,0.888464796,Dog,Large,Up-to-date,0
13,26.36253967,38.42181106,161,6,2,2.329535961,3.945263991,Cat,Large,Not up-to-date,0
19,38.23574451,38.10767747,121,5,2,0.792971961,1.434735419,Cat,Large,Not up-to-date,1
3,33.90573084,36.07076769,120,1,4,0.674131809,0.986240016,Dog,Large,Up-to-date,0
10,18.1880308,36.28839628,99,9,4,2.054765485,2.711244928,Cat,Medium,Not up-to-date,0
2,26.49923984,36.62441999,154,6,1,2.846620625,3.2773439,Cat,Small,Up-to-date,0
13,8.728695033,36.21903972,88,3,2,0.937301709,3.051733579,Cat,Small,Up-to-date,0
19,23.29984303,37.60345296,94,7,1,1.872555399,0.495758615,Cat,Small,Up-to-date,0
17,39.29047506,37.34751418,151,4,3,2.529918609,4.651992761,Cat,Small,Not up-to-date,0
14,21.69597438,38.54941663,144,3,1,1.821731625,0.885975875,Cat,Small,Not up-to-date,1
12,37.25025537,38.14266043,70,7,1,1.377816012,4.626917377,Dog,Large,Up-to-date,1
12,17.47872698,38.38388304,149,6,1,2.476432776,2.418636697,Dog,Small,Up-to-date,0
11,39.95610343,37.88790881,70,4,1,2.428064871,0.51477674,Dog,Large,Not up-to-date,1
7,24.01036134,37.11094859,122,8,2,2.576213481,0.743106745,Cat,Small,Up-to-date,0
4,3.606221781,39.81130126,128,2,3,2.862754703,2.154093069,Cat,Medium,Up-to-date,0
19,24.29668227,36.34563664,115,6,3,0.876577785,4.990175078,Dog,Medium,Up-to-date,1
1,12.43376244,39.755564,66,3,4,1.351952038,4.429273909,Cat,Medium,Not up-to-date,0
3,3.234290237,37.24495219,110,8,3,2.964968285,4.901155887,Dog,Small,Up-to-date,0
13,33.19242558,38.05064578,154,8,1,1.986340638,2.274159279,Cat,Small,Up-to-date,0
15,12.47772621,36.43536929,98,1,4,2.175324841,3.398800949,Dog,Small,Up-to-date,1
2,32.26884505,36.28372427,101,2,1,2.710238137,2.595974285,Dog,Small,Not up-to-date,0
11,12.95226815,37.71818179,131,4,2,2.227610256,0.147856326,Cat,Small,Not up-to-date,0
4,9.384401447,38.96678951,112,1,2,2.208084097,0.709192223,Cat,Medium,Not up-to-date,0
19,39.00955182,37.07745911,150,3,3,0.761257478,1.42677911,Dog,Small,Up-to-date,0
17,15.74252245,38.24939156,80,4,1,1.767102314,1.565594185,Cat,Large,Up-to-date,0
3,24.85229603,37.11460136,89,3,1,2.182983586,3.474273392,Dog,Small,Up-to-date,1
18,25.17929673,37.55445224,137,5,1,2.518229348,3.603862143,Dog,Medium,Up-to-date,0
8,23.29799232,39.62578527,60,7,4,1.533095242,2.252578095,Cat,Medium,Not up-to-date,1
19,36.75843825,39.4233585,168,8,4,0.808837633,1.89502231,Dog,Small,Not up-to-date,1
5,27.62876071,38.06407017,83,8,4,1.414564063,0.885442267,Dog,Small,Up-to-date,0
7,17.34185416,36.95242251,65,2,3,1.574338379,0.204706838,Cat,Small,Up-to-date,0
8,34.77045461,36.77273565,65,1,3,2.377522394,2.926716916,Cat,Medium,Not up-to-date,0
5,8.880390166,39.81634941,176,6,1,0.549452254,1.740056361,Cat,Medium,Not up-to-date,1
17,22.68099679,36.81086639,128,1,1,1.464494558,2.383665775,Dog,Small,Up-to-date,0
5,38.12091413,39.23267324,121,6,3,1.619709041,4.504201019,Cat,Medium,Not up-to-date,0
4,25.76510994,37.47588084,94,7,4,1.87528899,3.338432724,Dog,Medium,Not up-to-date,0
19,33.04480112,39.94263939,167,9,4,2.924998733,3.893840081,Dog,Small,Up-to-date,0
2,26.83530757,37.47262296,138,1,4,2.351505156,0.899519167,Dog,Small,Up-to-date,1
11,33.89609281,37.4060665,94,7,4,1.056073154,0.007811643,Dog,Medium,Not up-to-date,0
13,37.89053943,38.54985452,107,4,4,2.084155774,0.676569075,Dog,Small,Up-to-date,0
15,12.37102565,39.84606723,173,9,3,1.365320129,3.840410827,Cat,Small,Up-to-date,0
12,8.447121088,39.90483842,164,4,2,2.528536435,2.219157374,Dog,Medium,Not up-to-date,0
11,20.39164851,38.82882459,131,2,2,0.927674315,1.069546931,Cat,Large,Not up-to-date,0
7,28.67077222,39.01842546,102,1,2,0.861257719,4.809370536,Cat,Large,Up-to-date,0
5,10.63326762,38.2536087,94,7,1,0.753484696,2.433538887,Dog,Large,Up-to-date,0
17,2.155855116,39.02310296,64,7,1,1.86026171,1.844734399,Dog,Medium,Up-to-date,0
9,15.0315344,39.43911862,90,3,4,0.808137671,4.885746299,Dog,Large,Not up-to-date,0
14,38.81665475,37.94438121,165,5,1,0.604384011,0.667918416,Cat,Large,Up-to-date,0
12,28.4087635,38.47944905,90,7,3,1.331140102,2.997752261,Dog,Medium,Up-to-date,1
6,17.25036687,38.14926678,160,8,2,2.495416458,3.745059582,Cat,Small,Up-to-date,0
17,9.317891699,38.24988245,67,9,3,0.890184526,4.703826527,Dog,Medium,Not up-to-date,0
19,15.5314076,39.56019164,65,1,3,1.394725663,4.17000177,Cat,Small,Up-to-date,0
19,8.453898465,37.42246732,146,9,3,1.589345086,1.447048848,Cat,Small,Up-to-date,0
16,6.03962121,36.8327361,112,6,4,2.689925356,1.301999024,Dog,Small,Up-to-date,0
12,36.45621016,37.82512044,139,6,4,1.690908402,0.488358303,Dog,Large,Up-to-date,1
12,39.91071286,36.83234076,103,7,4,1.779888532,0.837099909,Dog,Medium,Not up-to-date,0
6,8.236348705,37.9936017,108,9,1,1.13656189,3.650426739,Cat,Small,Not up-to-date,1
4,4.071857237,39.61403242,67,7,4,2.171357438,1.446239213,Dog,Medium,Not up-to-date,0
6,14.52978207,38.46973408,123,7,1,0.564155989,2.209389842,Dog,Medium,Up-to-date,0
11,19.54304887,39.42173141,63,3,3,2.911099751,3.451606226,Dog,Medium,Not up-to-date,0
1,9.783207389,36.66476368,91,9,2,1.745300708,3.324752976,Cat,Small,Not up-to-date,1
15,13.45414665,39.60349437,112,4,4,0.65453313,3.96578648,Cat,Large,Up-to-date,0
11,9.633087956,38.40714866,172,6,1,1.897926115,0.291564344,Cat,Small,Not up-to-date,1
19,31.4219016,36.12703915,126,7,1,1.78495542,2.860610747,Dog,Medium,Up-to-date,0
18,29.07796184,38.53247582,122,9,4,1.101756224,4.460956677,Dog,Large,Up-to-date,0
17,26.1281576,39.80558783,173,3,4,1.022024031,1.865618936,Dog,Large,Up-to-date,0
19,16.71427857,36.316668,139,2,3,1.176914581,0.9574109,Cat,Large,Not up-to-date,1
14,36.54355577,38.32982452,119,2,1,0.824330024,0.344124749,Cat,Medium,Not up-to-date,0
18,38.84223658,39.66191441,157,2,2,1.828556004,4.698890604,Cat,Small,Not up-to-date,0
19,8.59829388,36.03878067,136,9,3,2.697339934,0.018983685,Cat,Medium,Not up-to-date,0
15,10.47448037,38.52365171,92,8,1,2.807818975,3.960038481,Dog,Medium,Up-to-date,0
15,21.97397906,37.89960917,81,9,3,2.882467655,1.322396726,Cat,Small,Not up-to-date,0
4,5.467521633,37.38795727,90,9,3,2.000935486,1.21222444,Dog,Medium,Up-to-date,0
7,18.58503916,38.51014596,83,1,4,2.05387264,0.787699073,Dog,Medium,Up-to-date,0
13,24.10806806,36.21080838,62,9,2,1.276291888,0.96889585,Cat,Medium,Up-to-date,0
3,21.8387957,39.01225219,92,1,2,2.713363928,2.570264323,Dog,Small,Not up-to-date,0
16,14.57452616,36.01791791,153,5,1,1.72036385,4.377486314,Cat,Small,Up-to-date,0
9,22.61294063,37.22774298,85,4,3,1.198271568,1.837600453,Dog,Large,Up-to-date,0
8,38.43443626,38.01583455,157,8,4,2.914169652,3.727825247,Cat,Small,Up-to-date,1
13,9.828661363,37.508089,110,5,1,2.263445364,1.233263006,Cat,Small,Up-to-date,1
17,26.88359162,37.22990374,145,9,1,1.661628617,4.520588871,Cat,Large,Up-to-date,0
17,3.649074378,39.32334058,89,1,1,0.671592084,4.56963719,Dog,Large,Up-to-date,0
17,4.52382337,39.7393303,94,8,2,0.850404034,0.541281531,Cat,Medium,Up-to-date,0
1,22.96947252,39.49485074,84,6,3,0.991191731,4.194086019,Cat,Large,Up-to-date,0
8,5.987688852,38.08972525,87,1,3,2.757101895,3.509465706,Cat,Small,Not up-to-date,0
19,2.84917796,39.5366567,156,2,4,2.928971973,1.969196931,Dog,Large,Not up-to-date,1
6,8.517493911,39.68344626,146,4,2,1.167446862,4.173879228,Cat,Small,Not up-to-date,0
3,23.4642685,37.63695359,85,5,2,1.745787537,4.51741298,Dog,Medium,Not up-to-date,1
5,28.72695627,37.13378344,179,1,1,2.479713286,2.481881338,Dog,Medium,Not up-to-date,1
13,9.694185437,36.39306082,132,7,4,1.461593802,2.543975811,Cat,Large,Up-to-date,1
15,27.39385861,37.91636768,67,4,1,1.730943204,3.521388647,Cat,Medium,Up-to-date,0
14,8.934100582,39.78518768,160,1,4,2.719058802,1.221102611,Cat,Large,Up-to-date,0
16,25.31138221,38.24363011,156,6,4,1.018777634,0.38395528,Cat,Large,Not up-to-date,1
18,17.65446784,38.67024841,74,9,2,2.984631159,2.643405574,Dog,Medium,Up-to-date,1
11,26.84438135,36.45153527,108,9,2,1.640765445,1.602016294,Dog,Medium,Not up-to-date,0
3,39.81200459,36.57407866,170,4,3,1.145757387,0.614452807,Cat,Small,Not up-to-date,0
10,37.63704468,37.85789305,67,7,3,2.731234806,0.700628106,Dog,Large,Not up-to-date,0
10,2.162706798,39.8050592,114,1,3,0.691260044,1.065055276,Cat,Medium,Up-to-date,1
16,35.64667305,37.44313857,144,9,2,2.105798053,1.688930545,Dog,Medium,Up-to-date,0
12,4.526650217,39.50993617,117,1,1,0.654223022,2.184191634,Cat,Medium,Up-to-date,0
